Name,Rating_in_Amazon,Price_in_Amazon,Amazon url,rating in flipkart,price in flipkart,flipkart url
Oswaal NCERT & CBSE Question Banks Class 8 Social Science,4.1,274,https://www.amazon.in/Oswaal-Question-Class-8-Social-Science/dp/9362396270/ref=sr_1_1?crid=QS96F1PUXJ8G&dib=eyJ2IjoiMSJ9.nFU05-l9qMxGGI-TYTeDO8AGz_NKfwaj1zvCPv5czqFuo503mwiEHmLutxWq3fQqw1pFt9pMruLSjcIZFBZHAe-ZiCrPGP8fCcqqsRI9a97BiEqfqgUv5WFBlBrYbAqtVrp7vqxpgAn0mNFUV2FLsVWXi6nfKVE3DPPlZa1cU_uLoMwXJyHPdNKKEZtUMi2hzjrZSmO9Z6SsrS1SMYEJBiSmRnjJmnA6rZxasAWHWn4.yGWlJQ9V6_USbRG2iyqEtgHypOdxQRyDR6YSZgr1BYk&dib_tag=se&keywords=Oswaal+NCERT+%26+CBSE+Question+Banks+Class+8+Social+Science&nsdOptOutParam=true&qid=1745751056&s=books&sprefix=oswaal+ncert+%26+cbse+question+banks+class+8+social+science%2Cstripbooks%2C376&sr=1-1,3.9,364,https://www.flipkart.com/oswaal-one-all-question-bank-ncert-cbse-class-8-social-science-for-2024-25-exam/p/itmaa873d6b5c060?pid=9789362396273&lid=LSTBOK9789362396273P0VZSG&marketplace=FLIPKART&q=Oswaal+NCERT+%26+CBSE+Question+Banks+Class+8+Social+Science&store=bks&srno=s_1_3&otracker=search&otracker1=search&fm=Search&iid=26868cbb-2de8-490b-b9b0-4e5f98d96ab0.9789362396273.SEARCH&ppt=pp&ppn=pp&ssid=yyluqbk6xs0000001745751130558&qH=650f3c051ac7c4ba
Together with CBSE/NCERT Practice Material Chapterwise for Class 10 Social Science...,4.5,349,https://www.amazon.in/Oswaal-Question-Hindi-B-Chapterwise-Topicwise/dp/9359584037/ref=sr_1_3?crid=1FRE45W9L2RZC&dib=eyJ2IjoiMSJ9.9hbRh_B5i9dYAtMrCbz1-e3p2f2lZq9YTPOHD39MOZvwsZmH_veQxsO9xRTeWrriyokzP2_aPv7CEWSJzvgqyQ.PGoZvUygCaYLosZrBeByVZe0glWogINmb6sXDeXtPOg&dib_tag=se&keywords=Together+with+CBSE%2FNCERT+Practice+Material+Chapterwise+for+Class+10+Social+Science...&nsdOptOutParam=true&qid=1745751558&s=books&sprefix=together+with+cbse%2Fncert+practice+material+chapterwise+for+class+10+social+science...%2Cstripbooks%2C370&sr=1-3,3.8,359,https://www.flipkart.com/together-social-science-ncert-workbook-cum-practice-material-class-8/p/itmc44a64c14d167?pid=9789356186545&lid=LSTBOK97893561865456KZZZU&marketplace=FLIPKART&q=Together+with+CBSE%2FNCERT+Practice+Material+Chapterwise+for+Class+10+Social+Science...&store=bks&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=a8280a8c-06f7-49b8-b43c-5fc62e3da39d.9789356186545.SEARCH&ppt=pp&ppn=pp&ssid=5810oy58s00000001745751518524&qH=2d9166275485618d
CBSE WORKBOOK SOCIAL SCIENCE CLASS 6 for 2018 - 19,4.3,150,https://www.amazon.in/CBSE-WORKBOOK-SOCIAL-SCIENCE-CLASS/dp/9311121924/ref=sr_1_1?crid=3K1MDJTIWPMEK&dib=eyJ2IjoiMSJ9.p4h9sCx7lZES1ElNbba_Lw.U3ptiMLJiPCXZluPxNugaloi--duSYLjsgFSP0BJuAc&dib_tag=se&keywords=CBSE+WORKBOOK+SOCIAL+SCIENCE+CLASS+6+for+2018+-+19&nsdOptOutParam=true&qid=1745751603&s=books&sprefix=cbse+workbook+social+science+class+6+for+2018+-+19%2Cstripbooks%2C422&sr=1-1,4.8,288,https://www.flipkart.com/one-all-question-bank-ncert-cbse-class-6-social-science-latest-exam/p/itm1ece4bb88b2bf?pid=9789362394521&lid=LSTBOK9789362394521SMYZY0&marketplace=FLIPKART&q=CBSE+WORKBOOK+SOCIAL+SCIENCE+CLASS+6+for+2018+-+19&store=bks&srno=s_1_4&otracker=search&otracker1=search&fm=Search&iid=de68e826-b9ef-40a6-9eb2-89c621c79402.9789362394521.SEARCH&ppt=pp&ppn=pp&ssid=8xklkbkdls0000001745751656680&qH=d6a2f8146e4dc667
Golden Social Science: (With Sample Papers) A Refresher for Class 10 (For 2019...,4.4,499,https://www.amazon.in/Golden-Science-History-Geography-Economics/dp/8122449557/ref=sr_1_2?crid=35BU2VT902GYI&dib=eyJ2IjoiMSJ9.jXzdEoze7RaT6YzCcUnM9VGMXLbEGjTf6QOxnkedDTuam7pNvQ-Xq5Ideecc3bZGmE5_q1pmdkA_-ThLj6e93Q.xEiD_S9VFF11NRNAA_ERw_bzv9V7c3410E4jplns62w&dib_tag=se&keywords=Golden+Social+Science%3A+%28With+Sample+Papers%29+A+Refresher+for+Class+10+%28For+2019...&nsdOptOutParam=true&qid=1745751821&s=books&sprefix=golden+social+science+with+sample+papers+a+refresher+for+class+10+for+2019...%2Cstripbooks%2C519&sr=1-2,4.4,459,https://www.flipkart.com/all-one-social-science-cbse-class-10th-based-latest-ncert-exams-2025-mind-map-each-chapter-clear-concise-theory-intex-exercises-sample-question-papers/p/itm9b23c3276790d?pid=9789359986708&lid=LSTBOK9789359986708QZJI3G&marketplace=FLIPKART&q=Golden+Social+Science%3A+%28With+Sample+Papers%29+A+Refresher+for+Class+10+%28For+2019...&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=en_UpSwMdomAEru6rxbIosqg5HHteFu_SwufOPEGTr438sKRYzs_GD0jxEq-p1-skpTuVGcvmVkuriwCjw_yB8dMA%3D%3D&ppt=pp&ppn=pp&ssid=oievnzju0w0000001745751767916&qH=880389109d607020
Oswaal CBSE Sample Question Paper Class 9 Science (For March 2019 Exam),4.4,166,https://www.amazon.in/Oswaal-Sample-Question-Social-Science/dp/9388036670/ref=sr_1_1?crid=1CACJJFTF3IO9&dib=eyJ2IjoiMSJ9.Io7_6IfshjeeWrpCtqAwHDklNnUMhiT2GN_byw5upR_4QSDwnItYMJ7P43s_mX4l9NMIR_d5HO7xjktDgZ6m0XrUuAERatS4Ei1Lc0dCVQZbMa0P-wv99YeJ6cPO046I1L07Vr_bKBdea8snGZUWVA.Pc4YrTNstIkRPu4bSGx5In9rTMdxjdUNGTSVg_40cHg&dib_tag=se&keywords=Oswaal+CBSE+Sample+Question+Paper+Class+9+Science+%28For+March+2019+Exam%29&nsdOptOutParam=true&qid=1745751986&s=books&sprefix=oswaal+cbse+sample+question+paper+class+9+science+for+march+2019+exam+%2Cstripbooks%2C496&sr=1-1,4.5,231,https://www.flipkart.com/oswaal-cbse-sample-question-papers-class-9-science-book-for-2025-exam/p/itm059f2a7d9c350?pid=9789362391049&lid=LSTBOK9789362391049QVOUP2&marketplace=FLIPKART&q=Oswaal+CBSE+Sample+Question+Paper+Class+9+Science+%28For+March+2019+Exam%29&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=e0111688-6fc4-4b66-afdb-e23701c2ccaa.9789362391049.SEARCH&ppt=pp&ppn=pp&ssid=j2vmel05wg0000001745752052498&qH=120352ab97743a19
The Holy Science,4.6,544,https://www.amazon.in/Holy-Science-Sri-Yukteswar-Giri/dp/1946774952/ref=sr_1_1_sspa?crid=1SBFAC8TPCH3A&dib=eyJ2IjoiMSJ9.sKLSMjd0UuVEHUTclhvLsJRnsOvRoiIZVqMHB7iEMeG3cIEALU9vmuu3NnDiNPmtWN05oIKJmEJuWm9rM_65mgv1qFLAQlFudMntnlo5ajLMWpwN7HSjlaRpFz1Do6jZ7XnqC-xfmc-3LJmeuSMbAyGOXkrg52G7dcUsTYlQCTLTM-Jysk7hOfTZJl4y9zc6nDyPFURwJBIX5OSfouW4kRkTOqXfngS12OewpbMPdxg.fiBrdPm9MiR-ggc1OSQW5MOgRGosyWGFOuIk3syNkwY&dib_tag=se&keywords=The+Holy+Science&qid=1745752138&s=books&sprefix=the+holy+science%2Cstripbooks%2C611&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,3.9,964,https://www.flipkart.com/pyh-tiede-holy-science-finnish/p/itmf4hyuxtpkprqu?pid=9780876124635&lid=LSTBOK9780876124635MZ7KF9&marketplace=FLIPKART&q=The+Holy+Science&store=bks&srno=s_1_2&otracker=search&otracker1=search&fm=Search&iid=3cf042e8-04a4-403d-a144-dce06ea4aea6.9780876124635.SEARCH&ppt=pp&ppn=pp&ssid=7hxo32j8xs0000001745752092510&qH=25c98830dee845c4
Sociology of Indian Society,4.3,569,https://www.amazon.in/Sociology-Indian-Society-C-N-Shankar/dp/8121924030/ref=sr_1_3?crid=1GKTG5PRLWT1C&dib=eyJ2IjoiMSJ9.skt9P1npaUOG56eYGnIkJMaaO_uBwr__TTI_7mPScnnHERzVV2cLpY3EL6T6TAH2QadpNvOs0TEFKnu2XYppw0UmiZ4NCxnMhia3_FSXnOKFvAShyFUaCmlOj_w5RvlWLgN7QJQdpyLJYGfVXnI3jJ2T7MqOQVqPT9ZeK_dIyTXpSSbfzI5B1Od5J7rmdIrA05fHXRIxbRkSfFoD0VLb-DumyZIExp7ATcVJbkheE_U.FnUpLbBhsutMN603a49dKxVQo6K_wH2u9wpFyxoW9Oo&dib_tag=se&keywords=Sociology+of+Indian+Society&qid=1745752247&s=books&sprefix=sociology+of+indian+society%2Cstripbooks%2C344&sr=1-3,4.4,569,https://www.flipkart.com/sociology-indian-society/p/itmdytgad3zvhggy?pid=9788121924030&lid=LSTBOK9788121924030H2CXVM&marketplace=FLIPKART&q=Sociology+of+Indian+Society&store=bks&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=e9a0a88e-9fb1-4440-88af-619cb28d7294.9788121924030.SEARCH&ppt=pp&ppn=pp&ssid=q69xtz1gjk0000001745752297985&qH=53597f94cde239fb
The Business School,4.4,2249,https://www.amazon.in/Business-School-Robert-T-Kiyosaki/dp/8186775811/ref=sr_1_1_sspa?crid=XPL26XKPOB02&dib=eyJ2IjoiMSJ9.loWu5h7qmC-xwK0VgptxCb-xEOqs_3IOqdFg4qqVoBLUBU9sVDsS-JFWZY8sN1oUa8DlwtI2EMq7BM1Jo99ZcAkr6i2zBXQ98WAo7Kk1u1vVEk7NyM8qt4NhaN2DnhBqMqY6xsHKWozxnlgCs2vkyKBzalZa9FxIRPf3-OZmiSACw7Xpp0rJJSnDR8PHxffGCKshNn8q5mgjcqMo4L5kZoE_o1DPEgHTEfQtNpfoC3o.9fdIS77osFLFjH13J2dsqPruoqlPn1Umg7s9b_ITm6Y&dib_tag=se&keywords=The+Business+School&qid=1745750443&s=books&sprefix=the+business+school%2Cstripbooks%2C390&sr=1-1-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.5,261,https://www.flipkart.com/rich-dad-s-business-school/p/itm8ac5b0e3a48ef?pid=9788186775813&lid=LSTBOK9788186775813UU5HHN&marketplace=FLIPKART&q=The+Business+School&store=search.flipkart.com&srno=s_1_1&otracker=search&otracker1=search&fm=Search&iid=e70fcda9-a5e9-4557-9266-53f110c324ee.9788186775813.SEARCH&ppt=pp&ppn=pp&ssid=t55801qi800000001745750401923&qH=adfd43eb58722654
Social Problems In India,2,427,https://www.amazon.in/Social-Problems-Printed-Spiral-Sociology/dp/B08WCKCFPV/ref=sr_1_2_sspa?crid=2NSF0AWIRYQUI&dib=eyJ2IjoiMSJ9.SUYSR4AEQZ-h0I8-qY3P2FVrFjcw7tLpsVUOnKsZe0YY0-0diRyVAmHnJo_xgRtSEcQwtaYu88XV5DixUxj-IiT28qKJPZD3Su58wZQrlZc5maRSUpEFSAsh1rGWJOjLtD6ljPPC9C0uCkpn7MYh5NGIFQNR_HUGoe0wK4IxH91bC0SUBRLh8z9-DrOFGKvMN0r-HnJNngmzAhPq8CV9RJnP8fDLNj_yhVxNOANpCd8.jqj7KPl7qTDQJUwYXH_1IYofLqaDuXKyFPnvXbxzsdk&dib_tag=se&keywords=Social+Problems+In+India&qid=1745752505&s=books&sprefix=social+problems+in+india%2Cstripbooks%2C319&sr=1-2-spons&sp_csd=d2lkZ2V0TmFtZT1zcF9hdGY&psc=1,4.1,401,https://www.flipkart.com/social-problems-india/p/itm0f999682b0789?pid=RBKGCY9M34YCQZT6&lid=LSTRBKGCY9M34YCQZT65LG6AA&marketplace=FLIPKART&q=Social+Problems+In+India&store=bks&srno=s_1_5&otracker=search&otracker1=search&fm=Search&iid=2bee68b7-b973-43b1-9267-c2a546f02140.RBKGCY9M34YCQZT6.SEARCH&ppt=pp&ppn=pp&ssid=dgnyqpoh4w0000001745752467783&qH=49eb628e07b0680f
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
,,,,,,
Around India in 80 Trains,,,,,,
Tales from India,,,,,,
The Alchemist,,,,,,
World Map,,,,,,
India Map,,,,,,
The Theory of Everything,,,,,,
One Life to Ride: A Motorcycle Journey to the High Himalayas,,,,,,
Travels in a Dervish Cloak: Adventures in Pakistan,,,,,,
The Age of Kali: Indian Travels and Encounters,,,,,,
Gazing at Neighbours: Travels Along the Line That Partitioned India,,,,,,
The Greatest Salesman in the World,,,,,,
Miracles of Your Mind,,,,,,
You’re the Password to My Life,,,,,,
Indian Mammals: A Field Guide,,,,,,
When Breath Becomes Air,,,,,,
Ivory Throne: Chronicles of the House of Travancore,,,,,,
Adiyogi: The Source of Yoga,,,,,,
Mossad,,,,,,
If Truth Be Told: A Monk's Memoir,,,,,,
A Feast of Vultures: The Hidden Business of Democracy in India,,,,,,
My Story,,,,,,
Inspiring Thoughts (Inspiring Thoughts Quotation Series),,,,,,
12 Years a Slave,,,,,,
AAP & Down: An Insider’s Story of India’s Most Controversial Party,,,,,,
Rekha: The Untold Story,,,,,,
The Dirty Dozen: Hitmen of the Mumbai Underworld,,,,,,
Lanka’s Princess,,,,,,
SuperCouples,,,,,,
Lone Fox Dancing: My Autobiography,,,,,,
One Life is not Enough: An Autobiography,,,,,,
Curfewed Night,,,,,,
Commando,,,,,,
"Behold, I Shine: Narratives of Kashmir's Women and Children",,,,,,
Headley And I,,,,,,
Byculla to Bangkok,,,,,,
Ace against Odds,,,,,,
Not Just an Accountant: The Diary of the Nations Conscience Keeper,,,,,,
"Who Cheats and How?: Scams, Frauds and the Dark Side of the Corporate World:...",,,,,,
Indira: India’s Most Powerful Prime Minister,,,,,,
KPS Gill the Paramount Cop,,,,,,
The Last Lecture,,,,,,
The Book Thief (Definitions Young Adult),,,,,,
If I Stay,,,,,,
Why I Am a Hindu,,,,,,
The Perks of Being a Wallflower,,,,,,
Great Stories for Children,,,,,,
Fangirl,,,,,,
Harry Potter and the Philosopher's Stone,,,,,,
How to Win Friends and Influence People,,,,,,
1984,,,,,,
Harry Potter and the Chamber of Secrets (Harry Potter 2),,,,,,
Fever Code (Prequel Maze Runner) (Maze Runner Series),,,,,,
Glass Sword (Red Queen),,,,,,
Harry Potter and the Goblet of Fire (Harry Potter 4),,,,,,
The Animal Book: A Visual Encyclopedia of Life on Earth (Reference),,,,,,
Heartless,,,,,,
Harry Potter and the Prisoner of Azkaban (Harry Potter 3),,,,,,
The Secret to Teen Power,,,,,,
Harry Potter and the Order of the Phoenix (Harry Potter 5),,,,,,
Geronimo Stilton and the Kingdom of Fantasy #8 - The Hour of Magic,,,,,,
Harry Potter and the Deathly Hallows (Harry Potter 7),,,,,,
Sita's Ramayana,,,,,,
The Maze Runner #02 Scorch Trials Movie Tie-in,,,,,,
Tom Gates #10: Super Good Skills (Almost . . .),,,,,,
